7.8125e-4	0.800693E-03	0.256758E-03
1.5625e-3	0.801397E-03	0.257250E-03
3.125e-3	0.803589E-03	0.259019E-03
6.25e-3		0.811120E-03	0.265708E-03
1.25e-2		0.838836E-03	0.291753E-03
2.5e-2		0.945456E-03	0.395090E-03
5.0e-2		0.136823E-02	0.811529E-03
1.0e-1		0.309370E-02	0.252525E-02
