#Time=   0.105000E+08
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.208895E-01   0.200000E-01   0.200000E-01   0.208895E-01   0.200000E-01
   0.400000E-01   0.417755E-01   0.400000E-01   0.400000E-01   0.417755E-01   0.400000E-01
   0.600000E-01   0.626545E-01   0.600000E-01   0.600000E-01   0.626545E-01   0.600000E-01
   0.800000E-01   0.835230E-01   0.800000E-01   0.800000E-01   0.835230E-01   0.800000E-01
   0.100000       0.104378       0.100000       0.100000       0.104378       0.100000    
   0.120000       0.125215       0.120000       0.120000       0.125215       0.120000    
   0.140000       0.146032       0.140000       0.140000       0.146032       0.140000    
   0.160000       0.166825       0.160000       0.160000       0.166825       0.160000    
   0.180000       0.187591       0.180000       0.180000       0.187591       0.180000    
   0.200000       0.208327       0.200000       0.200000       0.208327       0.200000    
   0.220000       0.229030       0.220000       0.220000       0.229030       0.220000    
   0.240000       0.249697       0.240000       0.240000       0.249697       0.240000    
   0.260000       0.270327       0.260000       0.260000       0.270327       0.260000    
   0.280000       0.290915       0.280000       0.280000       0.290915       0.280000    
   0.300000       0.311461       0.300000       0.300000       0.311461       0.300000    
   0.320000       0.331961       0.320000       0.320000       0.331961       0.320000    
   0.340000       0.352414       0.340000       0.340000       0.352414       0.340000    
   0.360000       0.372818       0.360000       0.360000       0.372818       0.360000    
   0.380000       0.393171       0.380000       0.380000       0.393171       0.380000    
   0.400000       0.413473       0.400000       0.400000       0.413473       0.400000    
   0.420000       0.433721       0.420000       0.420000       0.433721       0.420000    
   0.440000       0.453915       0.440000       0.440000       0.453915       0.440000    
   0.460000       0.474055       0.460000       0.460000       0.474055       0.460000    
   0.480000       0.494138       0.480000       0.480000       0.494138       0.480000    
   0.500000       0.514166       0.500000       0.500000       0.514166       0.500000    
   0.520000       0.534138       0.520000       0.520000       0.534138       0.520000    
   0.540000       0.554055       0.540000       0.540000       0.554055       0.540000    
   0.560000       0.573915       0.560000       0.560000       0.573915       0.560000    
   0.580000       0.593721       0.580000       0.580000       0.593721       0.580000    
   0.600000       0.613473       0.600000       0.600000       0.613473       0.600000    
   0.620000       0.633171       0.620000       0.620000       0.633171       0.620000    
   0.640000       0.652818       0.640000       0.640000       0.652818       0.640000    
   0.660000       0.672414       0.660000       0.660000       0.672414       0.660000    
   0.680000       0.691961       0.680000       0.680000       0.691961       0.680000    
   0.700000       0.711461       0.700000       0.700000       0.711461       0.700000    
   0.720000       0.730915       0.720000       0.720000       0.730915       0.720000    
   0.740000       0.750327       0.740000       0.740000       0.750327       0.740000    
   0.760000       0.769697       0.760000       0.760000       0.769697       0.760000    
   0.780000       0.789030       0.780000       0.780000       0.789030       0.780000    
   0.800000       0.808327       0.800000       0.800000       0.808327       0.800000    
   0.820000       0.827591       0.820000       0.820000       0.827591       0.820000    
   0.840000       0.846825       0.840000       0.840000       0.846825       0.840000    
   0.860000       0.866032       0.860000       0.860000       0.866032       0.860000    
   0.880000       0.885215       0.880000       0.880000       0.885215       0.880000    
   0.900000       0.904378       0.900000       0.900000       0.904378       0.900000    
   0.920000       0.923523       0.920000       0.920000       0.923523       0.920000    
   0.940000       0.942654       0.940000       0.940000       0.942654       0.940000    
   0.960000       0.961776       0.960000       0.960000       0.961776       0.960000    
   0.980000       0.980890       0.980000       0.980000       0.980890       0.980000    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
