# Iteration  RMSerrUS  RMSerrSS
     1   0.711396       0.711396    
     2   0.708517       0.708517    
     3   0.705651       0.705651    
     4   0.702796       0.702796    
     5   0.699952       0.699952    
     6   0.697120       0.697120    
     7   0.694300       0.694300    
     8   0.691491       0.691491    
     9   0.688693       0.688693    
    10   0.685906       0.685906    
    11   0.683131       0.683131    
    12   0.680367       0.680367    
    13   0.677615       0.677615    
    14   0.674873       0.674873    
    15   0.672142       0.672142    
    16   0.669423       0.669423    
    17   0.666714       0.666714    
    18   0.664017       0.664017    
    19   0.661330       0.661330    
    20   0.658655       0.658655    
    21   0.655990       0.655990    
    22   0.653336       0.653336    
    23   0.650692       0.650692    
    24   0.648060       0.648060    
    25   0.645437       0.645437    
    26   0.642826       0.642826    
    27   0.640225       0.640225    
    28   0.637635       0.637635    
    29   0.635055       0.635055    
    30   0.632486       0.632486    
    31   0.629927       0.629927    
    32   0.627378       0.627378    
    33   0.624840       0.624840    
    34   0.622311       0.622311    
    35   0.619794       0.619794    
    36   0.617286       0.617286    
    37   0.614788       0.614788    
    38   0.612301       0.612301    
    39   0.609824       0.609824    
    40   0.607356       0.607356    
    41   0.604899       0.604899    
    42   0.602452       0.602452    
    43   0.600014       0.600014    
    44   0.597586       0.597586    
    45   0.595169       0.595169    
    46   0.592761       0.592761    
    47   0.590362       0.590362    
    48   0.587974       0.587974    
    49   0.585595       0.585595    
    50   0.583225       0.583225    
    51   0.580866       0.580866    
    52   0.578516       0.578516    
    53   0.576175       0.576175    
    54   0.573844       0.573844    
    55   0.571522       0.571522    
    56   0.569210       0.569210    
    57   0.566907       0.566907    
    58   0.564613       0.564613    
    59   0.562328       0.562328    
    60   0.560053       0.560053    
    61   0.557787       0.557787    
    62   0.555530       0.555530    
    63   0.553283       0.553283    
    64   0.551044       0.551044    
    65   0.548815       0.548815    
    66   0.546594       0.546594    
    67   0.544383       0.544383    
    68   0.542180       0.542180    
    69   0.539987       0.539987    
    70   0.537802       0.537802    
    71   0.535626       0.535626    
    72   0.533459       0.533459    
    73   0.531300       0.531300    
    74   0.529151       0.529151    
    75   0.527010       0.527010    
    76   0.524877       0.524877    
    77   0.522754       0.522754    
    78   0.520639       0.520639    
    79   0.518532       0.518532    
    80   0.516434       0.516434    
    81   0.514345       0.514345    
    82   0.512264       0.512264    
    83   0.510191       0.510191    
    84   0.508127       0.508127    
    85   0.506071       0.506071    
    86   0.504024       0.504024    
    87   0.501984       0.501984    
    88   0.499953       0.499953    
    89   0.497930       0.497930    
    90   0.495916       0.495916    
    91   0.493909       0.493909    
    92   0.491911       0.491911    
    93   0.489921       0.489921    
    94   0.487939       0.487939    
    95   0.485964       0.485964    
    96   0.483998       0.483998    
    97   0.482040       0.482040    
    98   0.480090       0.480090    
    99   0.478147       0.478147    
   100   0.476213       0.476213    
   101   0.474286       0.474286    
   102   0.472367       0.472367    
   103   0.470456       0.470456    
   104   0.468552       0.468552    
   105   0.466657       0.466657    
   106   0.464768       0.464768    
   107   0.462888       0.462888    
   108   0.461015       0.461015    
   109   0.459150       0.459150    
   110   0.457292       0.457292    
   111   0.455442       0.455442    
   112   0.453599       0.453599    
   113   0.451764       0.451764    
   114   0.449936       0.449936    
   115   0.448116       0.448116    
   116   0.446303       0.446303    
   117   0.444497       0.444497    
   118   0.442699       0.442699    
   119   0.440907       0.440907    
   120   0.439123       0.439123    
   121   0.437347       0.437347    
   122   0.435577       0.435577    
   123   0.433815       0.433815    
   124   0.432060       0.432060    
   125   0.430312       0.430312    
   126   0.428571       0.428571    
   127   0.426837       0.426837    
   128   0.425110       0.425110    
   129   0.423390       0.423390    
   130   0.421677       0.421677    
   131   0.419971       0.419971    
