# Iteration  RMSerrUS  RMSerrSS
     1   0.137429E-05   0.705990    
     2   0.274315E-05   0.704599    
     3   0.410662E-05   0.703211    
     4   0.546470E-05   0.701825    
     5   0.681741E-05   0.700443    
     6   0.816477E-05   0.699063    
     7   0.950679E-05   0.697686    
     8   0.108435E-04   0.696311    
     9   0.121749E-04   0.694939    
    10   0.135010E-04   0.693570    
    11   0.148218E-04   0.692204    
    12   0.161374E-04   0.690840    
    13   0.174477E-04   0.689479    
    14   0.187528E-04   0.688121    
    15   0.200527E-04   0.686765    
    16   0.213474E-04   0.685413    
    17   0.226369E-04   0.684062    
    18   0.239212E-04   0.682715    
    19   0.252004E-04   0.681370    
    20   0.264745E-04   0.680027    
    21   0.277434E-04   0.678688    
    22   0.290072E-04   0.677351    
    23   0.302660E-04   0.676016    
    24   0.315196E-04   0.674684    
    25   0.327682E-04   0.673355    
    26   0.340118E-04   0.672029    
    27   0.352503E-04   0.670705    
    28   0.364838E-04   0.669384    
    29   0.377123E-04   0.668065    
    30   0.389359E-04   0.666749    
    31   0.401544E-04   0.665435    
    32   0.413680E-04   0.664124    
    33   0.425767E-04   0.662816    
    34   0.437804E-04   0.661510    
    35   0.449793E-04   0.660207    
    36   0.461732E-04   0.658906    
    37   0.473623E-04   0.657608    
    38   0.485465E-04   0.656313    
    39   0.497258E-04   0.655020    
    40   0.509003E-04   0.653729    
    41   0.520700E-04   0.652442    
    42   0.532348E-04   0.651156    
    43   0.543949E-04   0.649873    
    44   0.555502E-04   0.648593    
    45   0.567007E-04   0.647315    
    46   0.578465E-04   0.646040    
    47   0.589875E-04   0.644767    
    48   0.601238E-04   0.643497    
    49   0.612555E-04   0.642230    
    50   0.623824E-04   0.640964    
    51   0.635046E-04   0.639702    
    52   0.646222E-04   0.638441    
    53   0.657351E-04   0.637184    
    54   0.668434E-04   0.635928    
    55   0.679470E-04   0.634676    
    56   0.690460E-04   0.633425    
    57   0.701405E-04   0.632177    
    58   0.712304E-04   0.630932    
    59   0.723156E-04   0.629689    
    60   0.733964E-04   0.628448    
    61   0.744726E-04   0.627210    
    62   0.755443E-04   0.625975    
    63   0.766114E-04   0.624742    
    64   0.776741E-04   0.623511    
    65   0.787322E-04   0.622282    
    66   0.797859E-04   0.621057    
    67   0.808352E-04   0.619833    
    68   0.818800E-04   0.618612    
    69   0.829203E-04   0.617393    
    70   0.839563E-04   0.616177    
    71   0.849878E-04   0.614963    
    72   0.860149E-04   0.613752    
    73   0.870377E-04   0.612543    
    74   0.880561E-04   0.611336    
    75   0.890701E-04   0.610131    
    76   0.900798E-04   0.608929    
    77   0.910852E-04   0.607730    
    78   0.920863E-04   0.606533    
    79   0.930830E-04   0.605338    
    80   0.940755E-04   0.604145    
    81   0.950637E-04   0.602955    
    82   0.960477E-04   0.601767    
    83   0.970274E-04   0.600582    
    84   0.980028E-04   0.599398    
    85   0.989741E-04   0.598218    
    86   0.999411E-04   0.597039    
    87   0.100904E-03   0.595863    
    88   0.101863E-03   0.594689    
    89   0.102817E-03   0.593518    
    90   0.103767E-03   0.592348    
    91   0.104714E-03   0.591181    
    92   0.105656E-03   0.590017    
    93   0.106593E-03   0.588854    
    94   0.107527E-03   0.587694    
    95   0.108457E-03   0.586537    
    96   0.109383E-03   0.585381    
    97   0.110304E-03   0.584228    
    98   0.111222E-03   0.583077    
    99   0.112135E-03   0.581928    
   100   0.113045E-03   0.580782    
   101   0.113950E-03   0.579638    
   102   0.114851E-03   0.578496    
   103   0.115749E-03   0.577356    
   104   0.116642E-03   0.576219    
   105   0.117532E-03   0.575083    
   106   0.118417E-03   0.573951    
   107   0.119299E-03   0.572820    
   108   0.120176E-03   0.571691    
   109   0.121050E-03   0.570565    
   110   0.121920E-03   0.569441    
   111   0.122786E-03   0.568319    
   112   0.123648E-03   0.567200    
   113   0.124506E-03   0.566082    
   114   0.125360E-03   0.564967    
   115   0.126210E-03   0.563854    
   116   0.127057E-03   0.562743    
   117   0.127900E-03   0.561635    
   118   0.128739E-03   0.560528    
   119   0.129574E-03   0.559424    
   120   0.130405E-03   0.558322    
   121   0.131233E-03   0.557222    
   122   0.132056E-03   0.556124    
   123   0.132876E-03   0.555029    
   124   0.133693E-03   0.553935    
   125   0.134505E-03   0.552844    
   126   0.135314E-03   0.551755    
   127   0.136119E-03   0.550668    
   128   0.136920E-03   0.549583    
   129   0.137718E-03   0.548500    
   130   0.138512E-03   0.547420    
   131   0.139303E-03   0.546341    
   132   0.140089E-03   0.545265    
   133   0.140872E-03   0.544191    
   134   0.141652E-03   0.543119    
   135   0.142428E-03   0.542049    
   136   0.143200E-03   0.540981    
   137   0.143968E-03   0.539915    
   138   0.144733E-03   0.538851    
   139   0.145495E-03   0.537790    
   140   0.146253E-03   0.536730    
   141   0.147007E-03   0.535673    
   142   0.147758E-03   0.534618    
   143   0.148505E-03   0.533565    
   144   0.149249E-03   0.532513    
   145   0.149989E-03   0.531464    
   146   0.150726E-03   0.530417    
   147   0.151459E-03   0.529372    
   148   0.152189E-03   0.528330    
   149   0.152915E-03   0.527289    
   150   0.153638E-03   0.526250    
   151   0.154358E-03   0.525213    
   152   0.155074E-03   0.524179    
   153   0.155786E-03   0.523146    
   154   0.156495E-03   0.522115    
   155   0.157201E-03   0.521087    
   156   0.157903E-03   0.520060    
   157   0.158602E-03   0.519036    
   158   0.159298E-03   0.518013    
   159   0.159990E-03   0.516993    
   160   0.160679E-03   0.515974    
   161   0.161365E-03   0.514958    
   162   0.162047E-03   0.513943    
   163   0.162726E-03   0.512931    
   164   0.163401E-03   0.511920    
   165   0.164074E-03   0.510912    
   166   0.164743E-03   0.509905    
   167   0.165409E-03   0.508901    
   168   0.166071E-03   0.507898    
   169   0.166730E-03   0.506898    
   170   0.167386E-03   0.505899    
   171   0.168039E-03   0.504902    
   172   0.168689E-03   0.503908    
   173   0.169335E-03   0.502915    
   174   0.169978E-03   0.501924    
   175   0.170618E-03   0.500935    
   176   0.171255E-03   0.499948    
   177   0.171888E-03   0.498964    
   178   0.172519E-03   0.497981    
   179   0.173146E-03   0.497000    
   180   0.173770E-03   0.496020    
   181   0.174391E-03   0.495043    
   182   0.175009E-03   0.494068    
   183   0.175624E-03   0.493095    
   184   0.176235E-03   0.492123    
   185   0.176844E-03   0.491154    
   186   0.177449E-03   0.490186    
   187   0.178052E-03   0.489220    
   188   0.178651E-03   0.488257    
   189   0.179247E-03   0.487295    
   190   0.179841E-03   0.486335    
   191   0.180431E-03   0.485377    
   192   0.181018E-03   0.484421    
   193   0.181602E-03   0.483466    
   194   0.182183E-03   0.482514    
   195   0.182761E-03   0.481563    
   196   0.183337E-03   0.480615    
   197   0.183909E-03   0.479668    
   198   0.184478E-03   0.478723    
   199   0.185044E-03   0.477780    
   200   0.185608E-03   0.476838    
   201   0.186168E-03   0.475899    
   202   0.186725E-03   0.474961    
