#Time=   0.400000E-01
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.623153E-01   0.623099E-01   0.200000E-01   0.623153E-01   0.623099E-01
   0.400000E-01   0.124464       0.124453       0.400000E-01   0.124464       0.124453    
   0.600000E-01   0.186279       0.186262       0.600000E-01   0.186279       0.186262    
   0.800000E-01   0.247595       0.247574       0.800000E-01   0.247595       0.247574    
   0.100000       0.308251       0.308224       0.100000       0.308251       0.308224    
   0.120000       0.368084       0.368052       0.120000       0.368084       0.368052    
   0.140000       0.426938       0.426901       0.140000       0.426938       0.426901    
   0.160000       0.484660       0.484618       0.160000       0.484660       0.484618    
   0.180000       0.541101       0.541054       0.180000       0.541101       0.541054    
   0.200000       0.596116       0.596065       0.200000       0.596116       0.596065    
   0.220000       0.649568       0.649513       0.220000       0.649568       0.649513    
   0.240000       0.701325       0.701265       0.240000       0.701325       0.701265    
   0.260000       0.751261       0.751198       0.260000       0.751261       0.751198    
   0.280000       0.799259       0.799191       0.280000       0.799259       0.799191    
   0.300000       0.845207       0.845136       0.300000       0.845207       0.845136    
   0.320000       0.889003       0.888930       0.320000       0.889003       0.888930    
   0.340000       0.930554       0.930478       0.340000       0.930554       0.930478    
   0.360000       0.969775       0.969695       0.360000       0.969775       0.969695    
   0.380000        1.00659        1.00651       0.380000        1.00659        1.00651    
   0.400000        1.04093        1.04085       0.400000        1.04093        1.04085    
   0.420000        1.07274        1.07266       0.420000        1.07274        1.07266    
   0.440000        1.10198        1.10189       0.440000        1.10198        1.10189    
   0.460000        1.12860        1.12851       0.460000        1.12860        1.12851    
   0.480000        1.15258        1.15250       0.480000        1.15258        1.15250    
   0.500000        1.17391        1.17383       0.500000        1.17391        1.17383    
   0.520000        1.19258        1.19250       0.520000        1.19258        1.19250    
   0.540000        1.20860        1.20851       0.540000        1.20860        1.20851    
   0.560000        1.22198        1.22189       0.560000        1.22198        1.22189    
   0.580000        1.23274        1.23266       0.580000        1.23274        1.23266    
   0.600000        1.24093        1.24085       0.600000        1.24093        1.24085    
   0.620000        1.24659        1.24651       0.620000        1.24659        1.24651    
   0.640000        1.24977        1.24970       0.640000        1.24977        1.24970    
   0.660000        1.25055        1.25048       0.660000        1.25055        1.25048    
   0.680000        1.24900        1.24893       0.680000        1.24900        1.24893    
   0.700000        1.24521        1.24514       0.700000        1.24521        1.24514    
   0.720000        1.23926        1.23919       0.720000        1.23926        1.23919    
   0.740000        1.23126        1.23120       0.740000        1.23126        1.23120    
   0.760000        1.22133        1.22127       0.760000        1.22133        1.22127    
   0.780000        1.20957        1.20951       0.780000        1.20957        1.20951    
   0.800000        1.19612        1.19606       0.800000        1.19612        1.19606    
   0.820000        1.18110        1.18105       0.820000        1.18110        1.18105    
   0.840000        1.16466        1.16462       0.840000        1.16466        1.16462    
   0.860000        1.14694        1.14690       0.860000        1.14694        1.14690    
   0.880000        1.12808        1.12805       0.880000        1.12808        1.12805    
   0.900000        1.10825        1.10822       0.900000        1.10825        1.10822    
   0.920000        1.08760        1.08757       0.920000        1.08760        1.08757    
   0.940000        1.06628        1.06626       0.940000        1.06628        1.06626    
   0.960000        1.04446        1.04445       0.960000        1.04446        1.04445    
   0.980000        1.02232        1.02231       0.980000        1.02232        1.02231    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
