#Time=   0.680000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200766E-01   0.200764E-01   0.200000E-01   0.200766E-01   0.200764E-01
   0.400000E-01   0.401529E-01   0.401525E-01   0.400000E-01   0.401529E-01   0.401525E-01
   0.600000E-01   0.602286E-01   0.602281E-01   0.600000E-01   0.602286E-01   0.602281E-01
   0.800000E-01   0.803033E-01   0.803027E-01   0.800000E-01   0.803033E-01   0.803027E-01
   0.100000       0.100377       0.100376       0.100000       0.100377       0.100376    
   0.120000       0.120449       0.120448       0.120000       0.120449       0.120448    
   0.140000       0.140519       0.140518       0.140000       0.140519       0.140518    
   0.160000       0.160588       0.160586       0.160000       0.160588       0.160586    
   0.180000       0.180654       0.180652       0.180000       0.180654       0.180652    
   0.200000       0.200717       0.200715       0.200000       0.200717       0.200715    
   0.220000       0.220777       0.220776       0.220000       0.220777       0.220776    
   0.240000       0.240835       0.240833       0.240000       0.240835       0.240833    
   0.260000       0.260889       0.260887       0.260000       0.260889       0.260887    
   0.280000       0.280940       0.280938       0.280000       0.280940       0.280938    
   0.300000       0.300987       0.300985       0.300000       0.300987       0.300985    
   0.320000       0.321030       0.321028       0.320000       0.321030       0.321028    
   0.340000       0.341069       0.341067       0.340000       0.341069       0.341067    
   0.360000       0.361104       0.361101       0.360000       0.361104       0.361101    
   0.380000       0.381134       0.381132       0.380000       0.381134       0.381132    
   0.400000       0.401160       0.401157       0.400000       0.401160       0.401157    
   0.420000       0.421181       0.421179       0.420000       0.421181       0.421179    
   0.440000       0.441198       0.441195       0.440000       0.441198       0.441195    
   0.460000       0.461210       0.461207       0.460000       0.461210       0.461207    
   0.480000       0.481217       0.481215       0.480000       0.481217       0.481215    
   0.500000       0.501220       0.501217       0.500000       0.501220       0.501217    
   0.520000       0.521217       0.521215       0.520000       0.521217       0.521215    
   0.540000       0.541210       0.541207       0.540000       0.541210       0.541207    
   0.560000       0.561198       0.561195       0.560000       0.561198       0.561195    
   0.580000       0.581181       0.581179       0.580000       0.581181       0.581179    
   0.600000       0.601160       0.601157       0.600000       0.601160       0.601157    
   0.620000       0.621134       0.621132       0.620000       0.621134       0.621132    
   0.640000       0.641104       0.641101       0.640000       0.641104       0.641101    
   0.660000       0.661069       0.661067       0.660000       0.661069       0.661067    
   0.680000       0.681030       0.681028       0.680000       0.681030       0.681028    
   0.700000       0.700987       0.700985       0.700000       0.700987       0.700985    
   0.720000       0.720940       0.720938       0.720000       0.720940       0.720938    
   0.740000       0.740889       0.740887       0.740000       0.740889       0.740887    
   0.760000       0.760835       0.760833       0.760000       0.760835       0.760833    
   0.780000       0.780777       0.780776       0.780000       0.780777       0.780776    
   0.800000       0.800717       0.800715       0.800000       0.800717       0.800715    
   0.820000       0.820654       0.820652       0.820000       0.820654       0.820652    
   0.840000       0.840588       0.840586       0.840000       0.840588       0.840586    
   0.860000       0.860519       0.860518       0.860000       0.860519       0.860518    
   0.880000       0.880449       0.880448       0.880000       0.880449       0.880448    
   0.900000       0.900377       0.900376       0.900000       0.900377       0.900376    
   0.920000       0.920303       0.920303       0.920000       0.920303       0.920303    
   0.940000       0.940229       0.940228       0.940000       0.940229       0.940228    
   0.960000       0.960153       0.960153       0.960000       0.960153       0.960153    
   0.980000       0.980077       0.980076       0.980000       0.980077       0.980076    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
