# Iteration  RMSerrUS  RMSerrSS
   407   0.315909E-04   0.477959    
   408   0.316372E-04   0.477487    
   409   0.316835E-04   0.477016    
   410   0.317296E-04   0.476545    
   411   0.317756E-04   0.476075    
   412   0.318215E-04   0.475605    
   413   0.318673E-04   0.475136    
   414   0.319129E-04   0.474667    
   415   0.319585E-04   0.474199    
   416   0.320039E-04   0.473731    
   417   0.320492E-04   0.473264    
   418   0.320943E-04   0.472797    
   419   0.321394E-04   0.472330    
   420   0.321843E-04   0.471864    
   421   0.322291E-04   0.471399    
   422   0.322738E-04   0.470934    
   423   0.323183E-04   0.470469    
   424   0.323628E-04   0.470005    
   425   0.324071E-04   0.469541    
   426   0.324513E-04   0.469078    
   427   0.324954E-04   0.468615    
   428   0.325394E-04   0.468153    
   429   0.325832E-04   0.467691    
   430   0.326269E-04   0.467229    
   431   0.326705E-04   0.466768    
   432   0.327140E-04   0.466308    
   433   0.327574E-04   0.465848    
   434   0.328007E-04   0.465388    
   435   0.328438E-04   0.464929    
   436   0.328869E-04   0.464470    
   437   0.329298E-04   0.464012    
   438   0.329726E-04   0.463554    
   439   0.330152E-04   0.463097    
   440   0.330578E-04   0.462640    
   441   0.331002E-04   0.462183    
   442   0.331426E-04   0.461727    
   443   0.331848E-04   0.461272    
   444   0.332269E-04   0.460817    
   445   0.332689E-04   0.460362    
   446   0.333107E-04   0.459908    
   447   0.333525E-04   0.459454    
   448   0.333941E-04   0.459001    
   449   0.334356E-04   0.458548    
   450   0.334770E-04   0.458096    
   451   0.335183E-04   0.457644    
   452   0.335595E-04   0.457192    
   453   0.336006E-04   0.456741    
   454   0.336415E-04   0.456290    
   455   0.336824E-04   0.455840    
   456   0.337231E-04   0.455390    
   457   0.337637E-04   0.454941    
   458   0.338042E-04   0.454492    
   459   0.338446E-04   0.454044    
   460   0.338849E-04   0.453596    
   461   0.339250E-04   0.453148    
   462   0.339651E-04   0.452701    
   463   0.340050E-04   0.452255    
   464   0.340448E-04   0.451808    
   465   0.340845E-04   0.451363    
   466   0.341241E-04   0.450917    
   467   0.341636E-04   0.450472    
   468   0.342030E-04   0.450028    
   469   0.342423E-04   0.449584    
   470   0.342814E-04   0.449140    
   471   0.343205E-04   0.448697    
   472   0.343594E-04   0.448254    
   473   0.343982E-04   0.447812    
   474   0.344370E-04   0.447370    
   475   0.344756E-04   0.446929    
   476   0.345141E-04   0.446488    
   477   0.345525E-04   0.446048    
   478   0.345907E-04   0.445607    
   479   0.346289E-04   0.445168    
   480   0.346670E-04   0.444729    
   481   0.347049E-04   0.444290    
   482   0.347428E-04   0.443851    
   483   0.347805E-04   0.443413    
   484   0.348181E-04   0.442976    
   485   0.348556E-04   0.442539    
   486   0.348930E-04   0.442102    
   487   0.349303E-04   0.441666    
   488   0.349675E-04   0.441230    
   489   0.350046E-04   0.440795    
   490   0.350416E-04   0.440360    
   491   0.350785E-04   0.439926    
   492   0.351152E-04   0.439492    
   493   0.351519E-04   0.439058    
   494   0.351884E-04   0.438625    
   495   0.352249E-04   0.438192    
   496   0.352612E-04   0.437760    
   497   0.352975E-04   0.437328    
   498   0.353336E-04   0.436896    
   499   0.353696E-04   0.436465    
   500   0.354055E-04   0.436035    
   501   0.354413E-04   0.435604    
   502   0.354771E-04   0.435175    
   503   0.355127E-04   0.434745    
   504   0.355482E-04   0.434316    
   505   0.355835E-04   0.433888    
   506   0.356188E-04   0.433460    
   507   0.356540E-04   0.433032    
   508   0.356891E-04   0.432605    
   509   0.357241E-04   0.432178    
   510   0.357589E-04   0.431752    
   511   0.357937E-04   0.431326    
   512   0.358284E-04   0.430900    
   513   0.358629E-04   0.430475    
   514   0.358974E-04   0.430050    
   515   0.359318E-04   0.429626    
   516   0.359660E-04   0.429202    
   517   0.360002E-04   0.428779    
   518   0.360342E-04   0.428355    
   519   0.360681E-04   0.427933    
   520   0.361020E-04   0.427511    
   521   0.361357E-04   0.427089    
   522   0.361694E-04   0.426667    
   523   0.362029E-04   0.426246    
   524   0.362363E-04   0.425826    
   525   0.362697E-04   0.425406    
   526   0.363029E-04   0.424986    
   527   0.363361E-04   0.424567    
   528   0.363691E-04   0.424148    
   529   0.364020E-04   0.423729    
   530   0.364349E-04   0.423311    
   531   0.364676E-04   0.422894    
   532   0.365002E-04   0.422476    
   533   0.365327E-04   0.422060    
   534   0.365652E-04   0.421643    
   535   0.365975E-04   0.421227    
   536   0.366297E-04   0.420812    
   537   0.366619E-04   0.420396    
   538   0.366939E-04   0.419982    
   539   0.367259E-04   0.419567    
   540   0.367577E-04   0.419153    
   541   0.367894E-04   0.418740    
   542   0.368211E-04   0.418327    
   543   0.368526E-04   0.417914    
   544   0.368841E-04   0.417502    
   545   0.369154E-04   0.417090    
   546   0.369467E-04   0.416678    
   547   0.369778E-04   0.416267    
   548   0.370089E-04   0.415856    
   549   0.370398E-04   0.415446    
   550   0.370707E-04   0.415036    
   551   0.371014E-04   0.414627    
   552   0.371321E-04   0.414218    
   553   0.371627E-04   0.413809    
   554   0.371931E-04   0.413401    
   555   0.372235E-04   0.412993    
   556   0.372538E-04   0.412585    
   557   0.372840E-04   0.412178    
   558   0.373141E-04   0.411771    
   559   0.373441E-04   0.411365    
   560   0.373740E-04   0.410959    
   561   0.374038E-04   0.410554    
   562   0.374335E-04   0.410149    
   563   0.374631E-04   0.409744    
   564   0.374926E-04   0.409340    
   565   0.375220E-04   0.408936    
   566   0.375514E-04   0.408533    
