# Iteration  RMSerrUS  RMSerrSS
   650   0.548815       0.548815    
   651   0.548592       0.548592    
   652   0.548370       0.548370    
   653   0.548148       0.548148    
   654   0.547926       0.547926    
   655   0.547704       0.547704    
   656   0.547482       0.547482    
   657   0.547260       0.547260    
   658   0.547038       0.547038    
   659   0.546816       0.546816    
   660   0.546594       0.546594    
   661   0.546373       0.546373    
   662   0.546151       0.546151    
   663   0.545930       0.545930    
   664   0.545709       0.545709    
   665   0.545488       0.545488    
   666   0.545266       0.545266    
   667   0.545045       0.545045    
   668   0.544825       0.544825    
   669   0.544604       0.544604    
   670   0.544383       0.544383    
   671   0.544162       0.544162    
   672   0.543942       0.543942    
   673   0.543721       0.543721    
   674   0.543501       0.543501    
   675   0.543281       0.543281    
   676   0.543060       0.543060    
   677   0.542840       0.542840    
   678   0.542620       0.542620    
   679   0.542400       0.542400    
   680   0.542180       0.542180    
   681   0.541961       0.541961    
   682   0.541741       0.541741    
   683   0.541521       0.541521    
   684   0.541302       0.541302    
   685   0.541082       0.541082    
   686   0.540863       0.540863    
   687   0.540644       0.540644    
   688   0.540425       0.540425    
   689   0.540206       0.540206    
   690   0.539987       0.539987    
   691   0.539768       0.539768    
   692   0.539549       0.539549    
   693   0.539330       0.539330    
   694   0.539112       0.539112    
   695   0.538893       0.538893    
   696   0.538675       0.538675    
   697   0.538456       0.538456    
   698   0.538238       0.538238    
   699   0.538020       0.538020    
   700   0.537802       0.537802    
   701   0.537584       0.537584    
   702   0.537366       0.537366    
   703   0.537148       0.537148    
   704   0.536931       0.536931    
   705   0.536713       0.536713    
   706   0.536495       0.536495    
   707   0.536278       0.536278    
   708   0.536060       0.536060    
   709   0.535843       0.535843    
   710   0.535626       0.535626    
   711   0.535409       0.535409    
   712   0.535192       0.535192    
   713   0.534975       0.534975    
   714   0.534758       0.534758    
   715   0.534541       0.534541    
   716   0.534325       0.534325    
   717   0.534108       0.534108    
   718   0.533892       0.533892    
   719   0.533675       0.533675    
   720   0.533459       0.533459    
   721   0.533243       0.533243    
   722   0.533027       0.533027    
   723   0.532810       0.532810    
   724   0.532594       0.532594    
   725   0.532379       0.532379    
   726   0.532163       0.532163    
   727   0.531947       0.531947    
   728   0.531732       0.531732    
   729   0.531516       0.531516    
   730   0.531301       0.531301    
   731   0.531085       0.531085    
   732   0.530870       0.530870    
   733   0.530655       0.530655    
   734   0.530440       0.530440    
   735   0.530225       0.530225    
   736   0.530010       0.530010    
   737   0.529795       0.529795    
   738   0.529580       0.529580    
   739   0.529365       0.529365    
   740   0.529151       0.529151    
   741   0.528936       0.528936    
   742   0.528722       0.528722    
   743   0.528508       0.528508    
   744   0.528293       0.528293    
   745   0.528079       0.528079    
   746   0.527865       0.527865    
   747   0.527651       0.527651    
   748   0.527437       0.527437    
   749   0.527224       0.527224    
   750   0.527010       0.527010    
   751   0.526796       0.526796    
   752   0.526583       0.526583    
   753   0.526369       0.526369    
   754   0.526156       0.526156    
   755   0.525943       0.525943    
   756   0.525730       0.525730    
   757   0.525516       0.525516    
   758   0.525303       0.525303    
   759   0.525091       0.525091    
   760   0.524878       0.524878    
   761   0.524665       0.524665    
   762   0.524452       0.524452    
   763   0.524240       0.524240    
   764   0.524027       0.524027    
   765   0.523815       0.523815    
   766   0.523602       0.523602    
   767   0.523390       0.523390    
   768   0.523178       0.523178    
   769   0.522966       0.522966    
   770   0.522754       0.522754    
   771   0.522542       0.522542    
   772   0.522330       0.522330    
   773   0.522119       0.522119    
   774   0.521907       0.521907    
   775   0.521695       0.521695    
   776   0.521484       0.521484    
   777   0.521273       0.521273    
   778   0.521061       0.521061    
   779   0.520850       0.520850    
   780   0.520639       0.520639    
   781   0.520428       0.520428    
   782   0.520217       0.520217    
   783   0.520006       0.520006    
   784   0.519795       0.519795    
   785   0.519585       0.519585    
   786   0.519374       0.519374    
   787   0.519164       0.519164    
   788   0.518953       0.518953    
   789   0.518743       0.518743    
   790   0.518533       0.518533    
   791   0.518322       0.518322    
   792   0.518112       0.518112    
   793   0.517902       0.517902    
   794   0.517692       0.517692    
   795   0.517482       0.517482    
   796   0.517273       0.517273    
   797   0.517063       0.517063    
   798   0.516853       0.516853    
   799   0.516644       0.516644    
   800   0.516435       0.516435    
   801   0.516225       0.516225    
   802   0.516016       0.516016    
   803   0.515807       0.515807    
   804   0.515598       0.515598    
   805   0.515389       0.515389    
   806   0.515180       0.515180    
   807   0.514971       0.514971    
   808   0.514762       0.514762    
   809   0.514554       0.514554    
   810   0.514345       0.514345    
   811   0.514137       0.514137    
   812   0.513928       0.513928    
   813   0.513720       0.513720    
   814   0.513512       0.513512    
   815   0.513304       0.513304    
   816   0.513095       0.513095    
   817   0.512887       0.512887    
   818   0.512680       0.512680    
   819   0.512472       0.512472    
   820   0.512264       0.512264    
   821   0.512056       0.512056    
   822   0.511849       0.511849    
   823   0.511641       0.511641    
   824   0.511434       0.511434    
   825   0.511227       0.511227    
   826   0.511019       0.511019    
   827   0.510812       0.510812    
   828   0.510605       0.510605    
   829   0.510398       0.510398    
   830   0.510191       0.510191    
   831   0.509985       0.509985    
   832   0.509778       0.509778    
   833   0.509571       0.509571    
   834   0.509365       0.509365    
   835   0.509158       0.509158    
   836   0.508952       0.508952    
   837   0.508746       0.508746    
   838   0.508539       0.508539    
   839   0.508333       0.508333    
   840   0.508127       0.508127    
   841   0.507921       0.507921    
   842   0.507715       0.507715    
   843   0.507510       0.507510    
   844   0.507304       0.507304    
   845   0.507098       0.507098    
   846   0.506893       0.506893    
   847   0.506687       0.506687    
   848   0.506482       0.506482    
   849   0.506277       0.506277    
   850   0.506071       0.506071    
   851   0.505866       0.505866    
   852   0.505661       0.505661    
   853   0.505456       0.505456    
   854   0.505251       0.505251    
   855   0.505047       0.505047    
   856   0.504842       0.504842    
   857   0.504637       0.504637    
   858   0.504433       0.504433    
   859   0.504228       0.504228    
   860   0.504024       0.504024    
   861   0.503819       0.503819    
   862   0.503615       0.503615    
   863   0.503411       0.503411    
   864   0.503207       0.503207    
   865   0.503003       0.503003    
   866   0.502799       0.502799    
   867   0.502595       0.502595    
   868   0.502392       0.502392    
   869   0.502188       0.502188    
   870   0.501985       0.501985    
   871   0.501781       0.501781    
   872   0.501578       0.501578    
   873   0.501374       0.501374    
   874   0.501171       0.501171    
   875   0.500968       0.500968    
   876   0.500765       0.500765    
   877   0.500562       0.500562    
   878   0.500359       0.500359    
   879   0.500156       0.500156    
   880   0.499954       0.499954    
   881   0.499751       0.499751    
   882   0.499548       0.499548    
   883   0.499346       0.499346    
   884   0.499143       0.499143    
   885   0.498941       0.498941    
   886   0.498739       0.498739    
   887   0.498537       0.498537    
   888   0.498335       0.498335    
   889   0.498133       0.498133    
   890   0.497931       0.497931    
   891   0.497729       0.497729    
   892   0.497527       0.497527    
   893   0.497325       0.497325    
   894   0.497124       0.497124    
   895   0.496922       0.496922    
   896   0.496721       0.496721    
   897   0.496520       0.496520    
   898   0.496318       0.496318    
   899   0.496117       0.496117    
   900   0.495916       0.495916    
   901   0.495715       0.495715    
   902   0.495514       0.495514    
   903   0.495313       0.495313    
   904   0.495113       0.495113    
   905   0.494912       0.494912    
   906   0.494711       0.494711    
   907   0.494511       0.494511    
   908   0.494310       0.494310    
   909   0.494110       0.494110    
   910   0.493910       0.493910    
   911   0.493709       0.493709    
   912   0.493509       0.493509    
   913   0.493309       0.493309    
   914   0.493109       0.493109    
   915   0.492909       0.492909    
   916   0.492710       0.492710    
   917   0.492510       0.492510    
   918   0.492310       0.492310    
   919   0.492111       0.492111    
   920   0.491911       0.491911    
   921   0.491712       0.491712    
   922   0.491513       0.491513    
   923   0.491313       0.491313    
   924   0.491114       0.491114    
   925   0.490915       0.490915    
   926   0.490716       0.490716    
   927   0.490517       0.490517    
   928   0.490318       0.490318    
   929   0.490120       0.490120    
   930   0.489921       0.489921    
   931   0.489722       0.489722    
   932   0.489524       0.489524    
   933   0.489326       0.489326    
   934   0.489127       0.489127    
   935   0.488929       0.488929    
   936   0.488731       0.488731    
   937   0.488533       0.488533    
   938   0.488335       0.488335    
   939   0.488137       0.488137    
   940   0.487939       0.487939    
   941   0.487741       0.487741    
   942   0.487543       0.487543    
   943   0.487346       0.487346    
   944   0.487148       0.487148    
   945   0.486951       0.486951    
   946   0.486753       0.486753    
   947   0.486556       0.486556    
   948   0.486359       0.486359    
   949   0.486162       0.486162    
   950   0.485965       0.485965    
   951   0.485768       0.485768    
   952   0.485571       0.485571    
   953   0.485374       0.485374    
   954   0.485177       0.485177    
   955   0.484981       0.484981    
   956   0.484784       0.484784    
   957   0.484587       0.484587    
   958   0.484391       0.484391    
   959   0.484195       0.484195    
   960   0.483998       0.483998    
   961   0.483802       0.483802    
   962   0.483606       0.483606    
   963   0.483410       0.483410    
   964   0.483214       0.483214    
   965   0.483018       0.483018    
   966   0.482823       0.482823    
   967   0.482627       0.482627    
   968   0.482431       0.482431    
   969   0.482236       0.482236    
   970   0.482040       0.482040    
   971   0.481845       0.481845    
   972   0.481649       0.481649    
   973   0.481454       0.481454    
   974   0.481259       0.481259    
   975   0.481064       0.481064    
   976   0.480869       0.480869    
   977   0.480674       0.480674    
   978   0.480479       0.480479    
   979   0.480285       0.480285    
   980   0.480090       0.480090    
   981   0.479895       0.479895    
   982   0.479701       0.479701    
   983   0.479506       0.479506    
   984   0.479312       0.479312    
   985   0.479118       0.479118    
   986   0.478923       0.478923    
   987   0.478729       0.478729    
   988   0.478535       0.478535    
   989   0.478341       0.478341    
   990   0.478147       0.478147    
   991   0.477954       0.477954    
   992   0.477760       0.477760    
