#Time=   0.400000E-01
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.623318E-01   0.623099E-01   0.200000E-01   0.623318E-01   0.623099E-01
   0.400000E-01   0.124497       0.124453       0.400000E-01   0.124497       0.124453    
   0.600000E-01   0.186328       0.186262       0.600000E-01   0.186328       0.186262    
   0.800000E-01   0.247661       0.247574       0.800000E-01   0.247661       0.247574    
   0.100000       0.308332       0.308224       0.100000       0.308332       0.308224    
   0.120000       0.368180       0.368052       0.120000       0.368180       0.368052    
   0.140000       0.427050       0.426901       0.140000       0.427050       0.426901    
   0.160000       0.484786       0.484618       0.160000       0.484786       0.484618    
   0.180000       0.541241       0.541054       0.180000       0.541241       0.541054    
   0.200000       0.596270       0.596065       0.200000       0.596270       0.596065    
   0.220000       0.649735       0.649513       0.220000       0.649735       0.649513    
   0.240000       0.701505       0.701265       0.240000       0.701505       0.701265    
   0.260000       0.751452       0.751198       0.260000       0.751452       0.751198    
   0.280000       0.799461       0.799191       0.280000       0.799461       0.799191    
   0.300000       0.845419       0.845136       0.300000       0.845419       0.845136    
   0.320000       0.889225       0.888930       0.320000       0.889225       0.888930    
   0.340000       0.930784       0.930478       0.340000       0.930784       0.930478    
   0.360000       0.970012       0.969695       0.360000       0.970012       0.969695    
   0.380000        1.00683        1.00651       0.380000        1.00683        1.00651    
   0.400000        1.04118        1.04085       0.400000        1.04118        1.04085    
   0.420000        1.07299        1.07266       0.420000        1.07299        1.07266    
   0.440000        1.10223        1.10189       0.440000        1.10223        1.10189    
   0.460000        1.12886        1.12851       0.460000        1.12886        1.12851    
   0.480000        1.15284        1.15250       0.480000        1.15284        1.15250    
   0.500000        1.17418        1.17383       0.500000        1.17418        1.17383    
   0.520000        1.19284        1.19250       0.520000        1.19284        1.19250    
   0.540000        1.20886        1.20851       0.540000        1.20886        1.20851    
   0.560000        1.22223        1.22189       0.560000        1.22223        1.22189    
   0.580000        1.23299        1.23266       0.580000        1.23299        1.23266    
   0.600000        1.24118        1.24085       0.600000        1.24118        1.24085    
   0.620000        1.24683        1.24651       0.620000        1.24683        1.24651    
   0.640000        1.25001        1.24970       0.640000        1.25001        1.24970    
   0.660000        1.25078        1.25048       0.660000        1.25078        1.25048    
   0.680000        1.24922        1.24893       0.680000        1.24922        1.24893    
   0.700000        1.24542        1.24514       0.700000        1.24542        1.24514    
   0.720000        1.23946        1.23919       0.720000        1.23946        1.23919    
   0.740000        1.23145        1.23120       0.740000        1.23145        1.23120    
   0.760000        1.22150        1.22127       0.760000        1.22150        1.22127    
   0.780000        1.20974        1.20951       0.780000        1.20974        1.20951    
   0.800000        1.19627        1.19606       0.800000        1.19627        1.19606    
   0.820000        1.18124        1.18105       0.820000        1.18124        1.18105    
   0.840000        1.16479        1.16462       0.840000        1.16479        1.16462    
   0.860000        1.14705        1.14690       0.860000        1.14705        1.14690    
   0.880000        1.12818        1.12805       0.880000        1.12818        1.12805    
   0.900000        1.10833        1.10822       0.900000        1.10833        1.10822    
   0.920000        1.08766        1.08757       0.920000        1.08766        1.08757    
   0.940000        1.06633        1.06626       0.940000        1.06633        1.06626    
   0.960000        1.04450        1.04445       0.960000        1.04450        1.04445    
   0.980000        1.02233        1.02231       0.980000        1.02233        1.02231    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
