#Time=   0.500000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.204501E-01   0.204516E-01   0.200000E-01   0.204501E-01   0.204516E-01
   0.400000E-01   0.408985E-01   0.409014E-01   0.400000E-01   0.408985E-01   0.409014E-01
   0.600000E-01   0.613433E-01   0.613476E-01   0.600000E-01   0.613433E-01   0.613476E-01
   0.800000E-01   0.817827E-01   0.817885E-01   0.800000E-01   0.817827E-01   0.817885E-01
   0.100000       0.102215       0.102222       0.100000       0.102215       0.102222    
   0.120000       0.122639       0.122648       0.120000       0.122639       0.122648    
   0.140000       0.143052       0.143062       0.140000       0.143052       0.143062    
   0.160000       0.163453       0.163465       0.160000       0.163453       0.163465    
   0.180000       0.183841       0.183854       0.180000       0.183841       0.183854    
   0.200000       0.204214       0.204227       0.200000       0.204214       0.204227    
   0.220000       0.224569       0.224584       0.220000       0.224569       0.224584    
   0.240000       0.244907       0.244923       0.240000       0.244907       0.244923    
   0.260000       0.265226       0.265243       0.260000       0.265226       0.265243    
   0.280000       0.285523       0.285541       0.280000       0.285523       0.285541    
   0.300000       0.305799       0.305818       0.300000       0.305799       0.305818    
   0.320000       0.326053       0.326072       0.320000       0.326053       0.326072    
   0.340000       0.346282       0.346302       0.340000       0.346282       0.346302    
   0.360000       0.366486       0.366507       0.360000       0.366486       0.366507    
   0.380000       0.386665       0.386687       0.380000       0.386665       0.386687    
   0.400000       0.406818       0.406840       0.400000       0.406818       0.406840    
   0.420000       0.426943       0.426966       0.420000       0.426943       0.426966    
   0.440000       0.447042       0.447064       0.440000       0.447042       0.447064    
   0.460000       0.467112       0.467135       0.460000       0.467112       0.467135    
   0.480000       0.487154       0.487178       0.480000       0.487154       0.487178    
   0.500000       0.507169       0.507192       0.500000       0.507169       0.507192    
   0.520000       0.527154       0.527178       0.520000       0.527154       0.527178    
   0.540000       0.547112       0.547135       0.540000       0.547112       0.547135    
   0.560000       0.567042       0.567064       0.560000       0.567042       0.567064    
   0.580000       0.586943       0.586966       0.580000       0.586943       0.586966    
   0.600000       0.606818       0.606840       0.600000       0.606818       0.606840    
   0.620000       0.626665       0.626687       0.620000       0.626665       0.626687    
   0.640000       0.646486       0.646507       0.640000       0.646486       0.646507    
   0.660000       0.666282       0.666302       0.660000       0.666282       0.666302    
   0.680000       0.686053       0.686072       0.680000       0.686053       0.686072    
   0.700000       0.705799       0.705818       0.700000       0.705799       0.705818    
   0.720000       0.725523       0.725541       0.720000       0.725523       0.725541    
   0.740000       0.745226       0.745243       0.740000       0.745226       0.745243    
   0.760000       0.764907       0.764923       0.760000       0.764907       0.764923    
   0.780000       0.784569       0.784584       0.780000       0.784569       0.784584    
   0.800000       0.804214       0.804227       0.800000       0.804214       0.804227    
   0.820000       0.823841       0.823854       0.820000       0.823841       0.823854    
   0.840000       0.843453       0.843465       0.840000       0.843453       0.843465    
   0.860000       0.863052       0.863062       0.860000       0.863052       0.863062    
   0.880000       0.882639       0.882648       0.880000       0.882639       0.882648    
   0.900000       0.902215       0.902222       0.900000       0.902215       0.902222    
   0.920000       0.921783       0.921789       0.920000       0.921783       0.921789    
   0.940000       0.941343       0.941348       0.940000       0.941343       0.941348    
   0.960000       0.960898       0.960901       0.960000       0.960898       0.960901    
   0.980000       0.980450       0.980452       0.980000       0.980450       0.980452    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
