# Iteration  RMSerrUS  RMSerrSS
     1   0.926852E-06   0.712876    
     2   0.185005E-05   0.711470    
     3   0.276960E-05   0.710066    
     4   0.368551E-05   0.708664    
     5   0.459780E-05   0.707266    
     6   0.550648E-05   0.705870    
     7   0.641155E-05   0.704478    
     8   0.731303E-05   0.703087    
     9   0.821093E-05   0.701700    
    10   0.910526E-05   0.700315    
    11   0.999603E-05   0.698934    
    12   0.108832E-04   0.697554    
    13   0.117669E-04   0.696178    
    14   0.126471E-04   0.694804    
    15   0.135237E-04   0.693433    
    16   0.143968E-04   0.692065    
    17   0.152665E-04   0.690699    
    18   0.161326E-04   0.689336    
    19   0.169953E-04   0.687976    
    20   0.178545E-04   0.686618    
    21   0.187102E-04   0.685263    
    22   0.195625E-04   0.683911    
    23   0.204114E-04   0.682562    
    24   0.212568E-04   0.681215    
    25   0.220988E-04   0.679871    
    26   0.229374E-04   0.678529    
    27   0.237727E-04   0.677190    
    28   0.246045E-04   0.675854    
    29   0.254330E-04   0.674520    
    30   0.262581E-04   0.673189    
    31   0.270798E-04   0.671861    
    32   0.278982E-04   0.670535    
    33   0.287133E-04   0.669212    
    34   0.295250E-04   0.667891    
    35   0.303334E-04   0.666573    
    36   0.311386E-04   0.665258    
    37   0.319404E-04   0.663945    
    38   0.327389E-04   0.662635    
    39   0.335342E-04   0.661328    
    40   0.343262E-04   0.660023    
    41   0.351150E-04   0.658720    
    42   0.359005E-04   0.657420    
    43   0.366827E-04   0.656123    
    44   0.374618E-04   0.654828    
    45   0.382376E-04   0.653536    
    46   0.390102E-04   0.652247    
    47   0.397796E-04   0.650960    
    48   0.405459E-04   0.649675    
    49   0.413089E-04   0.648393    
    50   0.420688E-04   0.647114    
    51   0.428256E-04   0.645837    
    52   0.435791E-04   0.644562    
    53   0.443296E-04   0.643290    
    54   0.450769E-04   0.642021    
    55   0.458211E-04   0.640754    
    56   0.465622E-04   0.639490    
    57   0.473001E-04   0.638228    
    58   0.480350E-04   0.636969    
    59   0.487668E-04   0.635712    
    60   0.494956E-04   0.634457    
    61   0.502212E-04   0.633205    
    62   0.509438E-04   0.631956    
    63   0.516634E-04   0.630709    
    64   0.523799E-04   0.629464    
    65   0.530934E-04   0.628222    
    66   0.538039E-04   0.626982    
    67   0.545114E-04   0.625745    
    68   0.552158E-04   0.624510    
    69   0.559173E-04   0.623278    
